AMT_INCOME_TOTAL,SK_ID_CURR,TARGET,AMT_CREDIT_SUM
76500,101963,0,26955
76500,102796,1,115943.9
76500,102796,1,150829.6
76500,102796,1,86473.98
76500,103155,0,1719000
76500,103155,0,286989.8
76500,103155,0,50448.42
76500,104468,0,24022.22
76500,104468,0,45000
76500,104468,0,50952.92
76500,104468,0,90000
76500,104938,0,108990
76500,104938,0,270000
76500,104938,0,391500
76500,104938,0,60705
76500,104938,0,62869.5
76500,104938,0,855045
76500,105510,0,19755
76500,105510,0,229500
76500,105510,0,35716.5
76500,105510,0,795285
76500,105510,0,90000
76500,105544,1,102721.5
76500,105544,1,135000
76500,105544,1,159821.4
76500,105544,1,225000
76500,105544,1,34384.5
76500,105544,1,450000
76500,105544,1,675000
76500,105544,1,93251.25
76500,106992,0,193500
76500,106992,0,864000
76500,108034,0,106665.8
76500,108034,0,314100
76500,108034,0,401850
76500,108034,0,450000
76500,108034,0,49770
76500,108034,0,62156.88
76500,108700,0,58101.75
76500,109023,1,17595
76500,109023,1,56223
76500,109333,0,135000
76500,109333,0,225000
76500,109333,0,90000
76500,110812,1,135000
76500,110812,1,219510
76500,110812,1,265643.5
76500,110812,1,315000
76500,110812,1,741176.5
76500,110812,1,846000
76500,110842,0,1035000
76500,110842,0,34776
76500,110842,0,495000
76500,110842,0,67500
76500,110842,0,675000
76500,110842,0,913500
76500,113255,0,13500
76500,113255,0,22702.5
76500,113255,0,57825
76500,113660,0,180000
76500,114656,0,130500
76500,114656,0,13500
76500,114656,0,20250
76500,114656,0,225000
76500,114656,0,24957
76500,114656,0,376231.5
76500,114676,0,25794
76500,116295,0,405000
76500,116317,0,135000
76500,116317,0,136800
76500,116317,0,225000
76500,116317,0,3325500
76500,116369,0,130500
76500,116369,0,15367.5
76500,116369,0,17955
76500,116369,0,180000
76500,116369,0,24543
76500,116369,0,37638
76500,116369,0,50085
76500,116369,0,90000
76500,116559,0,391050
76500,116559,0,41764.5
76500,116559,0,73620
76500,116559,0,855000
76500,117306,0,105934.5
76500,117306,0,117240.3
76500,117306,0,151345.3
76500,117306,0,24120
76500,117306,0,252243
76500,117306,0,405000
76500,117306,0,50994
76500,120354,0,0
76500,120354,0,135000
76500,120354,0,143019
76500,120354,0,18405
76500,120354,0,211500
76500,120354,0,225000
76500,120354,0,30100.5
76500,120354,0,35190
76500,120354,0,39811.5
76500,120354,0,49410
76500,121342,1,0
76500,121342,1,112500
76500,121342,1,135000
76500,121342,1,45000
76500,121342,1,49500
76500,121342,1,67594.5
76500,121342,1,90000
76500,123798,0,19242
76500,123798,0,28710
76500,124365,0,135000
76500,124365,0,147429
76500,124365,0,225000
76500,124365,0,292500
76500,124365,0,315000
76500,125159,0,42448.5
76500,125159,0,54000
76500,125159,0,685584
76500,125159,0,74790
76500,125159,0,79200
76500,125630,0,117445.5
76500,125725,0,0
76500,125725,0,124087.5
76500,125725,0,135000
76500,125725,0,180000
76500,127032,0,0
76500,127032,0,270000
76500,127032,0,280106.9
76500,127032,0,44271
76500,127032,0,510043.5
76500,127250,0,171450
76500,130629,0,91912.5
76500,130650,0,103500
76500,130650,0,135000
76500,130650,0,225000
76500,130650,0,233910
76500,130650,0,252000
76500,130650,0,253957.5
76500,130650,0,480937.5
76500,130650,0,81000
76500,130650,0,90000
76500,131912,0,120600
76500,132281,0,31410
76500,132281,0,95823
76500,132384,0,101430
76500,132714,0,106191
76500,132714,0,148950
76500,132714,0,270000
76500,132714,0,450000
76500,135457,0,419310
76500,136357,0,0
76500,136357,0,74722.5
76500,136881,0,225000
76500,136881,0,46858.5
76500,137183,0,113175
76500,137183,0,15259.5
76500,137183,0,157779
76500,137183,0,18810
76500,137183,0,19710
76500,137183,0,20628
76500,137183,0,207000
76500,137183,0,230419.17
76500,137183,0,243792
76500,137183,0,31950
76500,137183,0,33300
76500,137183,0,345276.5
76500,137183,0,41512.5
76500,137183,0,67500
76500,137183,0,68400
76500,138421,0,69655.32
76500,138421,0,94113.9
76500,138458,0,0
76500,138458,0,225000
76500,138458,0,28404
76500,138458,0,28405.98
76500,138458,0,315000
76500,138458,0,90000
78691.5,123387,1,13500
78691.5,123387,1,22500
78750,112293,0,107640
78750,112293,0,128196
78750,112293,0,145125
78750,112293,0,152383.5
78750,112293,0,180000
78750,112293,0,231083
78750,112293,0,23274.54
78750,112293,0,45000
78750,112293,0,69590.7
78750,112293,0,75348
78750,112293,0,88108.43
78750,112293,0,90000
80100,127348,0,225000
80100,127348,0,27094.5
80100,127348,0,31455
80100,127348,0,91755
81000,100062,0,127626.1
81000,100062,0,954000
81000,100439,1,103561.7
81000,100439,1,124670.7
81000,100439,1,23310
81000,100669,0,135000
81000,100669,0,91620
81000,101495,1,11214
81000,101495,1,130500
81000,101495,1,135000
81000,101495,1,274500
81000,101495,1,296052.615
81000,101495,1,436494.06
81000,101495,1,490500
81000,101612,0,137193.4
81000,101612,0,206262
81000,101612,0,296052.6
81000,101612,0,45000
81000,101612,0,84581.82
81000,102160,0,14994
81000,102160,0,18625.5
81000,102574,1,40365
81000,106716,0,22680
81000,106716,0,229500
81000,106716,0,28458
81000,106716,0,51313.5
81000,106716,0,87300
81000,106901,0,0
81000,106901,0,135000
81000,106901,0,141142.5
81000,106901,0,217732.5
81000,106901,0,83119.5
81000,106901,0,86265
81000,107241,0,157500
81000,107241,0,22500
81000,107241,0,22572
81000,107241,0,254250
81000,107241,0,270000
81000,107241,0,360000
81000,107241,0,450000
81000,107241,0,67225.5
81000,107241,0,81675
81000,107241,0,98208
81000,107303,1,32791.5
81000,107303,1,32796
81000,107303,1,33627.87
81000,107303,1,33750
81000,107303,1,63090.14
81000,107640,0,247500
81000,107640,0,40050
81000,107640,0,55177.2
81000,107905,0,21375
81000,107905,0,21377.61
81000,107905,0,22500
81000,107905,0,24043.5
81000,107905,0,24046.88
81000,107905,0,58495.5
81000,107905,0,61938
81000,108744,0,161955
81000,108744,0,169650
81000,108744,0,191565
81000,108744,0,286105.5
81000,108744,0,64858.5
81000,108964,0,246600
81000,109889,0,80280
81000,111605,0,22720.5
81000,111605,0,247275
81000,111605,0,30631.5
81000,111605,0,85950
81000,111605,0,92700
81000,111894,0,135000
81000,111894,0,135225
81000,111894,0,152622
81000,111894,0,711450
81000,113339,0,22868.82
81000,113339,0,26753.04
81000,113339,0,37314
